MMSI,Ship Name,Global Ship Type,Ship Type,Ship Type Specific,Lenght,Breadth,Max Speed,Average Speed
123412341,FAT123,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,79.0,16.0,0.0,7.1
201100115,FROJDI II,CARGO,CARGO,GENERAL CARGO,74.91,10.6,7.3,6.4
201100124,RAFAELO,CARGO,CARGO,GENERAL CARGO,89.32,12.5,7.4,6.7
201100134,RAFAELO I,CARGO,CARGO,GENERAL CARGO,79.02,10.9,9.9,7.4
201100136,KRISTI I,CARGO,CARGO,GENERAL CARGO,85.64,14.23,11.1,9.6
201100143,OPEN BALKAN,FISHING,FISHING,FISHERY RESEARCH VESSEL,47.24,10.32,9.3,9.0
201100149,BERGFJORD,CARGO,CARGO,GENERAL CARGO,82.2,12.5,0.0,6.4
201100150,ANA,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,110.14,20.1,0.0,6.8
201100190,BUNA,SPECIAL CRAFT,DREDGER,DREDGER,47.0,8.0,7.1,6.5
201100192,DEVIS III,SPECIAL CRAFT,DREDGER,SUCTION HOPPER DREDGER,55.78,10.22,0.0,5.5
203150100,ALMANA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,37.5,7.01,0.0,8.6
203241100,PERIAN,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,16.0,5.0,9.3,8.4
205584000,CORNELIA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,34.0,8.04,10.4,9.1
205788000,LA BELLE DES OCEANS,PASSENGER,PASSENGER,PASSENGER SHIP,102.96,15.4,9.2,7.5
209210000,MOZART,TANKER,TANKER,CHEMICAL TANKER,93.99,12.5,14.5,10.2
209306000,GUANG RONG,CARGO,CARGO,DECK CARGO SHIP,103.8,25.0,7.7,6.8
209452000,BREB XIAN,CARGO,CARGO,GENERAL CARGO,100.56,16.2,9.7,5.8
209510000,MSC AURELIA,PASSENGER,PASSENGER,ACCOMMODATION VESSEL,147.97,25.4,11.1,9.3
209778000,GRIT CEMENT,CARGO,CARGO,CEMENT CARRIER,92.8,17.0,10.0,7.3
209881000,JAGUAR,SPECIAL CRAFT,SPECIAL CRAFT,OFFSHORE SUPPLY SHIP,38.0,11.8,9.2,7.2
209910000,ODIN 1,SPECIAL CRAFT,SPECIAL CRAFT,FIRE FIGHTING VESSEL,38.0,11.8,5.5,5.3
209933000,UBC SAGUNTO,CARGO,CARGO,GENERAL CARGO,171.93,28.0,13.0,12.0
211210420,GERMANWARSHIP M1059,SPECIAL CRAFT,MILITARY OPS,MILITARY OPS,55.0,10.0,16.4,9.8
211211500,NATO WARSHIP,SPECIAL CRAFT,MILITARY OPS,MILITARY OPS,101.0,16.0,15.8,7.9
211222870,MY CROCODILE,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,19.0,6.0,8.5,7.2
211249120,BODAN 5,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,14.0,4.0,7.5,6.6
211279580,TOBAGO,OTHER,OTHER,OTHER,18.0,6.0,8.4,7.6
211293610,EXPLORER,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,41.0,9.0,9.2,8.0
211319890,SAWASDEE3,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,24.0,6.0,21.8,8.2
211657180,WHITE PEAPL,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,34.0,6.0,19.3,12.0
211725960,CAROLIN IV,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,31.0,9.0,10.1,8.5
211762320,SUNBEAM,OTHER,OTHER,OTHER,28.0,6.0,8.3,7.4
212136000,ALSTERDIEP,CARGO,CARGO,GENERAL CARGO,89.94,15.4,10.5,8.8
212224000,RIGEL III,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,136.0,24.2,17.5,16.7
212267000,VOLGA RIVER,TANKER,TANKER,TANKER,176.0,31.0,13.2,10.6
212781000,SIRIOS CEMENT V,CARGO,CARGO,CEMENT CARRIER,86.0,14.5,10.2,9.0
215000069,WEXPLORER,TUG,TUG,TUG,36.0,8.0,11.9,9.2
215000122,HAZE,OTHER,OTHER,OTHER,15.0,4.0,0.0,5.5
215000127,ALEXANIA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,34.0,7.0,17.2,11.0
215000156,MISS KATARIINA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,27.0,6.0,11.5,10.4
215000168,VESPUCCI,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,29.0,6.0,10.5,8.4
215000178,MARINA WONDER,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,38.0,6.0,14.7,13.9
215000316,MY ARTEMY,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,36.0,8.0,12.9,10.6
215000358,VANATU,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,24.0,6.0,11.2,9.9
215000515,ADLER SUPREMA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,23.0,6.0,20.0,9.2
215000751,LADY VOLANTIS,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,34.0,8.0,19.6,11.5
215000866,MIA 1,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,12.0,7.0,11.0,10.1
215050000,BELITA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.6,9.01,13.8,11.5
215054000,VALTELLINA,TANKER,TANKER,OIL/CHEMICAL TANKER,184.32,27.4,0.0,11.5
215057000,VALCADORE,TANKER,TANKER,OIL/CHEMICAL TANKER,184.32,27.4,0.0,11.4
215063000,VALSESIA,TANKER,TANKER,OIL/CHEMICAL TANKER,184.32,27.4,10.4,7.2
215186000,TT METIS,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,8.0,3.0,14.4,13.4
215188000,NEPTUNE DYNAMIS,CARGO,CARGO,RO-RO CARGO,158.5,24.44,19.5,11.1
215200000,STARBURST III,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,47.0,9.0,12.0,10.8
215285000,RARE FIND,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,54.73,9.3,11.8,10.4
215317000,OO9,FISHING,FISHING,FISHING,32.0,7.0,0.0,13.9
215330000,SANTA MARTINA,TANKER,TANKER,OIL/CHEMICAL TANKER,125.5,20.0,7.0,5.3
215332000,HEED,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,44.0,11.0,10.4,11.3
215375000,GEORGIA,TANKER,TANKER,OIL/CHEMICAL TANKER,176.0,31.0,16.3,12.6
215388000,CAPE COD II,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,32.0,8.0,12.4,9.7
215395000,RACE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.0,10.0,15.7,13.2
215484000,SEVERINS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,55.0,9.8,14.1,11.1
215586000,WILD ORCHID 1,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,45.6,8.9,12.9,11.3
215607000,THE MERCY BOYS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.0,9.0,12.8,10.4
215632000,HAPPY ME,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,40.0,7.0,16.9,12.0
215687000,NOOR II,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,30.0,7.0,12.9,11.0
215703000,SERENA M,TANKER,TANKER,OIL/CHEMICAL TANKER,175.97,31.03,16.3,11.0
215745000,OPARI,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,95.0,13.8,16.3,14.2
215763000,ADVA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,35.0,8.0,11.0,9.6
215813000,ROYAL CLIPPER,PASSENGER,PASSENGER,PASSENGER SHIP,133.74,16.28,13.0,10.2
215817000,MARINER A,TANKER,TANKER,OIL/CHEMICAL TANKER,175.97,31.03,15.5,12.3
215934000,MOONLIGHT II,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,91.4,14.42,7.4,6.9
218522000,MARIA,CARGO,CARGO,GENERAL CARGO,151.67,21.0,0.0,16.7
218615000,COE ANNA,CARGO,CARGO,GENERAL CARGO,107.08,18.2,10.6,9.9
218805000,MILLERNTOR,CARGO,CARGO,GENERAL CARGO,89.98,15.2,11.8,7.6
218861000,ALSTERN,CARGO,CARGO,GENERAL CARGO,89.98,15.4,11.4,9.2
219185000,KARINA DANICA,CARGO,CARGO,GENERAL CARGO,69.35,11.7,11.3,9.1
219719000,GREAT SEA HIGHLANDER,TANKER,TANKER,TANKER,274.0,48.0,29.7,10.0
220385000,MIKA,CARGO,CARGO,GENERAL CARGO,82.48,11.3,9.0,7.3
224211490,ESPIRITU DEL XAREY,OTHER,OTHER,OTHER,43.0,8.0,11.4,9.3
225464000,EL,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,45.0,9.0,11.3,10.6
227194000,CLUB MED 2,PASSENGER,PASSENGER,PASSENGER SHIP,182.0,20.0,8.5,7.1
228042900,ASCENSION,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,37.0,7.3,21.1,18.5
228079600,ASTELLA,TANKER,TANKER,OIL/CHEMICAL TANKER,184.0,27.4,13.8,11.6
228776000,FRENCH WARSHIP,SPECIAL CRAFT,MILITARY OPS,MILITARY OPS,130.0,14.0,12.0,10.1
229000077,SEABEACH,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,32.0,8.0,14.5,8.8
229000285,CHIMERA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,37.0,7.0,12.4,10.3
229000839,KEEWAYDIN,OTHER,OTHER,OTHER,34.0,8.0,10.2,8.7
229056000,JO I,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,50.0,8.0,15.2,14.6
229091000,DESAMIS B,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,40.0,7.9,13.7,12.7
229104000,ANTHEYA III,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,35.0,8.0,12.3,11.1
229106000,LOLA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,36.0,9.0,0.0,11.1
229210000,CHESELLA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,37.5,7.01,12.0,10.7
229227000,MAMOLINO 2062,PASSENGER,PASSENGER,PASSENGER,20.0,6.0,12.4,9.6
229274000,AMICI PER SEMPRE,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,34.0,7.0,25.5,23.0
229312000,VALENTINA II,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,27.0,7.0,12.5,11.3
229372000,RONIN,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,58.4,9.0,19.0,11.5
229375000,FORT DESAIX,CARGO,CARGO,CONTAINER SHIP,268.8,32.2,17.5,15.6
229378000,EUROPA 2,PASSENGER,PASSENGER,PASSENGER SHIP,225.62,29.99,11.1,10.4
229390000,CORTO MALTESE,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,39.0,7.0,11.1,8.7
229436000,VELLMARI,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,46.0,8.0,12.0,10.5
229438000,AQUILA Q,PLEASURE CRAFT,PLEASURE CRAFT,"INLAND, PLEASURE CRAFT, >20 METRES",27.6,7.1,12.8,12.1
229459000,HIZIR,CARGO,CARGO,GENERAL CARGO,120.8,17.6,13.7,7.8
229493000,ALLURES,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,30.26,13.05,0.0,9.7
229551000,LEGACY V,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,48.6,8.43,12.2,8.2
229576000,NORA,CARGO,CARGO,BULK CARRIER,291.96,45.05,15.9,12.3
229579000,ZIACANAIA I,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,33.0,6.0,10.3,10.2
229603000,KIRAN ISTANBUL,CARGO,CARGO,BULK CARRIER,199.9,32.0,11.4,6.2
229694000,KRISS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,43.03,7.25,13.1,11.9
229699000,CMA CGM SYDNEY,CARGO,CARGO,CONTAINER SHIP,264.21,32.24,20.0,18.1
229707000,HOSHI,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,35.0,7.0,13.5,11.9
229738000,SEADUCHESS,TANKER,TANKER,CRUDE OIL TANKER,339.36,60.05,15.2,12.7
229764000,CAVALLO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,42.35,8.36,12.1,9.6
229766000,MISTER Z,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,30.0,9.0,10.4,9.1
229826000,SEA RANGER,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,77.73,13.2,16.7,8.0
229835000,MULTRATUG 28,SPECIAL CRAFT,SPECIAL CRAFT,FIRE FIGHTING VESSEL,32.5,11.7,7.8,7.2
229852000,DENIKI,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,52.35,9.04,14.6,12.6
229864000,YOU ME,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,45.86,8.5,15.9,8.1
229867000,MISS LILY,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,42.0,8.0,11.2,10.7
229875000,MARIU,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.9,9.59,15.1,13.5
229885000,CELTIC SPIRIT,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,37.0,8.38,9.5,8.2
229888000,LATIKO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,43.6,8.96,13.8,11.9
229894000,MY AXIOMA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,72.0,12.2,12.9,8.8
229896000,CAOZ 14,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,55.9,11.51,12.6,11.9
229901000,LADY MARCELLE,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,27.0,6.0,10.8,9.7
229907000,ILLUSION V,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,58.0,11.0,11.6,10.1
229936000,SVETLANA,OTHER,OTHER,OTHER,133.0,16.0,0.0,0.0
229938000,SEA SPRINTER,CARGO,CARGO,GENERAL CARGO,127.3,16.84,8.6,7.3
229984000,ANTALIS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.0,9.0,14.6,11.8
230053610,RENDEZVOUS,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,27.0,7.0,23.1,18.9
232002833,HMS QUEEN ELIZABETH,SPECIAL CRAFT,MILITARY OPS,COMBAT VESSEL,282.9,69.0,21.7,12.4
232003399,MY PRINCESS 3,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,57.93,9.76,0.0,12.2
232003720,MAHALO,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,30.0,7.0,17.6,13.5
232005330,KEMMUNA,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,24.0,6.0,7.4,7.0
232005401,LA STELLA DEI MARI,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,31.45,7.7,9.6,7.8
232011064,SWEET LANE,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,36.0,8.0,11.1,9.9
232016199,VIATORIS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,39.0,8.0,12.1,7.8
232017002,LAST MAN STANDING,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,28.0,7.0,0.0,9.8
232019359,KNV,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,22.0,6.0,0.0,9.7
232020030,NORTH STAR,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,63.0,11.65,14.6,10.5
232020680,FLYFISH,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,20.0,6.0,12.6,5.9
232022000,CYAN,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,42.0,10.0,14.6,13.4
232111000,CAPELLA C,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,59.0,10.53,12.1,10.4
232470000,PETARA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,58.2,9.6,11.3,6.1
232765000,SCORPIONE OF LONDON,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,46.0,8.0,14.4,8.1
232873000,SEABLUEZ,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,35.8,7.9,12.9,11.6
233614000,BRISTOLIAN,OTHER,OTHER,OTHER,28.0,6.0,7.6,5.7
234429000,VELSHEDA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,39.4,6.6,14.5,11.2
234702000,BRAVEHEART OF SARK,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,12.0,7.0,6.3,5.6
234875000,MYPARAISO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,46.0,8.0,15.3,10.6
235008550,PARSIFAL III,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,53.8,10.72,11.2,5.8
235009430,LACROMA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,19.0,6.0,9.0,6.9
235010020,MALAHNE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,50.0,8.0,8.1,5.7
235010890,BINA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,43.25,8.2,11.8,9.4
235011110,SIROCCO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,47.0,8.5,19.0,16.2
235011330,G FORCE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,37.31,7.08,14.0,12.4
235011760,ANTARA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,36.69,9.2,11.6,8.6
235011770,KOO TENDER,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,6.0,3.0,11.8,10.0
235012366,BEYOND,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,32.2,6.2,9.7,9.2
235019268,C SIDE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,34.52,7.01,10.1,8.2
235030755,NO6 TEXEL,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,30.0,6.0,0.0,9.1
235050886,HOME FREE,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,14.0,6.0,8.6,6.7
235051011,MISS ELLE,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,18.0,6.0,7.1,5.7
235054475,BLUE VISION,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,42.6,8.96,13.5,10.2
235054628,BLUE BIRD OF 1938,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,31.59,6.03,11.8,10.7
235057247,MIRAGE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,53.0,8.66,14.3,11.3
235061022,MEAMINA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,59.3,10.4,13.5,10.8
235061954,MINKA C,CARGO,CARGO,GENERAL CARGO,89.9,14.5,13.6,10.4
235062000,SHENANDOAH OF SARK,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,42.0,8.0,13.5,8.4
235066164,ST.DAVID,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,59.4,10.63,12.0,10.9
235068295,KATHLEEN ANNE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,39.0,9.11,12.0,11.2
235070865,SILVER ANGEL,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,64.5,12.34,13.8,11.3
235071349,NOSTROMO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,29.63,7.34,12.6,8.2
235074203,VENTURE II,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,19.0,6.0,11.9,7.3
235074534,ELENA OF LONDON,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,41.48,8.11,13.7,10.5
235075965,SEA DRAGON,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,30.0,8.0,11.1,7.6
235077715,KAREN C,CARGO,CARGO,GENERAL CARGO,106.07,15.5,11.5,8.6
235079322,TALES,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,53.0,9.3,13.9,12.1
235080247,MARY JEAN II,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,60.0,12.0,15.0,12.8
235087791,GALILEO G,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,55.7,10.37,0.0,9.8
235088641,REVE DOR,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,46.0,8.9,16.8,14.2
235089913,UAL HARRIER,CARGO,CARGO,GENERAL CARGO,110.0,17.4,14.3,13.5
235092094,PRIMAR,OTHER,OTHER,OTHER,26.0,6.0,13.9,7.5
235093158,VIRTUE,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,37.0,8.0,0.0,6.6
235094686,MICHELA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,27.0,6.0,17.2,16.0
235095341,SULTANA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,23.0,6.0,0.0,9.5
235095509,STARGAZER,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,38.0,8.0,13.6,11.7
235096424,ROUND MIDNIGHT,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,27.0,7.0,16.9,11.5
235096432,BRISTOLIAN,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,37.0,8.0,12.2,10.0
235097329,TT SEAHAWK,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,10.0,3.0,15.0,14.4
235099749,NAIA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,74.0,13.0,13.5,10.8
235100087,LILIYA,OTHER,OTHER,OTHER,40.0,8.0,0.0,15.0
235100877,LUNAR,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,35.3,9.0,10.5,8.4
235102716,PERSEUS3,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,58.6,11.4,14.8,11.8
235102851,TEAL BAY,CARGO,CARGO,GENERAL CARGO,177.13,28.4,14.9,12.9
235103925,SONAS OF EIRE,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,16.0,6.0,8.5,7.3
235104118,SHEMARA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,64.09,9.19,11.8,10.0
235108582,AQUILA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,86.0,15.0,14.9,9.8
235111527,MARO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,37.5,7.65,12.6,11.5
235112524,11 11,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,63.0,10.0,13.2,11.8
235112536,LADY A,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,55.27,11.8,11.5,9.2
235114734,PRINCESS 82Y 014,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,24.0,14.0,24.8,8.9
235507000,EDDYSTONE,CARGO,CARGO,RO-RO CARGO,193.0,26.07,18.8,13.2
235862000,WHITE ROSE OF DRACHS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,65.05,12.0,14.0,11.3
235877000,OVER THE RAINBOW O L,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,35.0,6.0,10.5,9.6
236111603,SCHILLPLATE,CARGO,CARGO,GENERAL CARGO,85.97,12.6,10.4,9.1
236112580,QUEEN J II,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,29.0,7.0,0.0,17.6
236568000,HOHE BANK,CARGO,CARGO,GENERAL CARGO,85.96,12.6,12.3,10.3
236583000,ACCUM,CARGO,CARGO,GENERAL CARGO,85.97,12.61,10.9,9.3
236673000,TRITON,CARGO,CARGO,GENERAL CARGO,89.98,15.22,10.5,9.3
237241100,CHRISTOS VIII,TUG,TUG,TUG,30.64,8.08,9.1,8.7
237280000,OLYMPIC CHAMPION,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,204.0,26.13,27.6,23.9
238000001,LIGANJ,FISHING,FISHING,FISHING,20.0,5.0,0.0,8.5
238000003,WL3 03 1V,FISHING,FISHING,FISHING,8.0,3.0,8.8,6.4
238000005,LEVANTE,OTHER,OTHER,OTHER,18.0,5.0,9.2,8.1
238000010,ARTINA,FISHING,FISHING,FISHING,19.0,5.0,0.0,7.1
238010640,LADY SUNSHINE,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,34.0,10.0,10.2,8.1
238015000,MILLENNIUM II,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,18.0,5.0,18.3,16.4
238015440,MLJET,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,99.8,17.5,10.6,9.9
238016640,DRAGISA,FISHING,FISHING,FISHING,20.0,5.0,8.1,7.4
238016740,CHAMPION,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,23.0,6.0,21.4,12.2
238017000,IRINA VU,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,35.0,8.0,23.1,12.7
238017240,FAMILY,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,13.0,6.0,7.6,5.8
238018000,JADRO,CARGO,CARGO,CEMENT CARRIER,65.9,11.72,0.0,7.2
238019940,SJAJNI,FISHING,FISHING,FISHING,27.0,6.0,9.1,8.4
238024240,ADRIATIC FALCON,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,10.0,3.0,0.0,10.1
238028000,ADRIATICA,PASSENGER,PASSENGER,PASSENGER SHIP,47.0,9.0,9.4,9.0
238029000,FOR,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,26.65,9.02,14.6,13.3
238031240,KLEOPATRA,PASSENGER,PASSENGER,PASSENGER,42.0,8.0,8.7,7.6
238032240,CORONA,PASSENGER,PASSENGER,PASSENGER,44.0,9.0,0.0,7.6
238033940,FANTAZIJA,PASSENGER,PASSENGER,PASSENGER,43.0,8.0,9.0,8.4
238034000,AIAXAIA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,46.0,9.0,9.7,9.3
238037000,KLARA,PASSENGER,PASSENGER,PASSENGER SHIP,63.23,10.0,9.9,8.3
238037040,RAKOVICA,FISHING,FISHING,FISHING,18.0,4.0,7.5,6.2
238037540,BSO NOVOGRADNJA 540,OTHER,OTHER,OTHER,40.0,8.0,28.6,26.7
238038000,CORSARIO,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,48.0,8.0,10.2,8.3
238039340,DIAMOND,PASSENGER,PASSENGER,PASSENGER,45.0,9.0,7.0,6.6
238043240,PRINCESS ELEGANZA,PASSENGER,PASSENGER,PASSENGER SHIP,47.0,13.0,0.0,7.9
238044000,JAKI,TUG,TUG,TUG,29.92,10.62,4.6,5.8
238049040,KASTOR,TUG,TUG,TUG,29.32,8.62,5.1,6.3
238049540,KAPETAN BOTA,PASSENGER,PASSENGER,PASSENGER,40.0,8.0,8.5,8.2
238066340,MYSTIC,PASSENGER,PASSENGER,PASSENGER,44.0,8.0,8.4,8.0
238074640,SEVENTH SENSE,OTHER,OTHER,OTHER,34.0,7.0,10.5,9.5
238075940,PLOVPUT SPLIT,SPECIAL CRAFT,SPECIAL CRAFT,WORK VESSEL,50.0,12.0,10.5,9.6
238084840,APOLON,PASSENGER,PASSENGER,PASSENGER,46.0,8.0,9.2,7.1
238085040,CASABLANCA,PASSENGER,PASSENGER,PASSENGER,53.0,9.0,9.0,8.4
238085340,CARPE DIEM,PASSENGER,PASSENGER,PASSENGER,182.0,20.0,9.0,8.1
238086240,INFINITY,PASSENGER,PASSENGER,PASSENGER,49.0,9.0,7.9,7.4
238087640,DONNA DEL MARE,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,34.0,8.0,11.4,9.1
